Symbol,Approved_Symbol
None,rs542470605
None,rs542494000
None,rs542551066
None,rs542555327
None,rs542563589
None,rs542627079
None,rs542668978
None,rs542744947
None,rs542781716
None,rs542821822
None,rs542889215
None,rs543034060
None,rs543043249
None,rs543072618
None,rs543134839
None,rs543163654
None,rs543167819
None,rs543209749
None,rs543225244
None,rs543232912
None,rs543244854
None,rs543246515
None,rs543248382
None,rs543296966
None,rs543304413
None,rs543306377
None,rs543375057
None,rs543396445
None,rs543410405
None,rs543428131
None,rs543494425
None,rs543540495
None,rs543584450
None,rs543615522
None,rs543687456
None,rs543690234
None,rs543706361
None,rs543712098
None,rs543715202
None,rs543718779
None,rs543746041
None,rs543746833
None,rs543771951
None,rs543786958
None,rs543823940
None,rs543869062
None,rs543910663
None,rs543989994
None,rs544005799
None,rs544013700
None,rs544069203
None,rs544213856
None,rs544244803
None,rs544322413
None,rs544357001
None,rs544422579
None,rs544452947
None,rs544477243
None,rs544483451
None,rs544561503
None,rs544609041
None,rs544615857
None,rs544622876
None,rs544626662
None,rs544732014
None,rs544737355
None,rs544758961
None,rs544772215
None,rs544834526
None,rs544871668
None,rs544891676
None,rs544896342
None,rs544909003
None,rs545043481
None,rs545121623
None,rs545157935
None,rs545295319
None,rs545412067
None,rs545414534
None,rs545534233
None,rs545568381
None,rs545578939
None,rs545580693
None,rs545628665
None,rs545640230
None,rs545691051
None,rs545757377
None,rs545809515
None,rs545810638
None,rs545848647
None,rs545862515
None,rs545865671
None,rs545867050
None,rs545872258
None,rs545884379
None,rs545901995
None,rs545964771
None,rs545980758
None,rs546112063
None,rs546129801
None,rs546159293
None,rs546166881
None,rs546223492
None,rs546224767
None,rs546231630
None,rs546234886
None,rs546346956
None,rs546392885
None,rs546616313
None,rs546632053
None,rs546632132
None,rs546743782
None,rs546797581
None,rs546799700
None,rs546804836
None,rs546816651
None,rs546817465
None,rs546828847
None,rs546881405
None,rs546905257
None,rs546914919
None,rs546915247
None,rs546921599
None,rs546966209
None,rs546984956
None,rs547046078
None,rs547109419
None,rs547153937
None,rs547215566
None,rs547337954
None,rs547348381
None,rs547382897
None,rs547437759
None,rs547478907
None,rs547479142
None,rs547489050
None,rs547490955
None,rs547551903
None,rs547639533
None,rs547652981
None,rs547701357
None,rs547771035
None,rs547908869
None,rs547958415
None,rs548020868
None,rs548035574
None,rs548047334
None,rs548100507
None,rs548107772
None,rs548109227
None,rs548175277
None,rs548193541
None,rs548196071
None,rs548210115
None,rs548273637
None,rs548279529
None,rs548287982
None,rs548308728
None,rs548318585
None,rs548341656
None,rs548341683
None,rs548353250
None,rs548357000
None,rs548382345
None,rs548396427
None,rs548453501
None,rs548512153
None,rs548558462
None,rs548584637
None,rs548599025
None,rs548663842
None,rs548726196
None,rs548730640
None,rs548736202
None,rs548792068
None,rs548810534
None,rs548869415
None,rs548907726
None,rs549030712
None,rs549049750
None,rs549061437
None,rs549063738
None,rs549176103
None,rs549310924
None,rs549333282
None,rs549339123
None,rs549348920
None,rs549372516
None,rs549414233
None,rs549473153
None,rs549527138
None,rs549536292
None,rs549549167
None,rs549613507
None,rs549621480
None,rs549648926
None,rs549688543
None,rs549700992
None,rs549710466
None,rs549848479
None,rs549852167
None,rs549859056
None,rs549882431
None,rs549986180
None,rs549998756
None,rs550034497
None,rs550054687
None,rs550138958
None,rs550168415
None,rs550173634
None,rs550261371
None,rs550324246
None,rs550340534
None,rs550377192
None,rs550378993
None,rs550419519
None,rs550449478
None,rs550453630
None,rs550455853
None,rs550598264
None,rs550602854
None,rs550740060
None,rs550778790
None,rs550786505
None,rs550786919
None,rs550850790
None,rs550892614
None,rs550903084
None,rs550906494
None,rs550912239
None,rs550920775
None,rs550966233
None,rs551036539
None,rs551078715
None,rs551082199
None,rs551099147
None,rs551112346
None,rs551137780
None,rs551171895
None,rs551195469
None,rs551286925
None,rs551317112
None,rs551382307
None,rs551396775
None,rs551460711
None,rs551533785
None,rs551586180
None,rs551643738
None,rs551684712
None,rs551725692
None,rs551771743
None,rs551892575
None,rs551892717
None,rs551952063
None,rs551973539
None,rs551998853
None,rs552035899
None,rs552092429
None,rs552093289
None,rs552106038
None,rs552129168
None,rs552133147
None,rs552147405
None,rs552160800
None,rs552172642
None,rs552190045
None,rs552265742
None,rs552283204
None,rs552347817
None,rs552352839
None,rs552385461
None,rs552397980
None,rs552417828
None,rs552439556
None,rs552459424
None,rs552466628
None,rs552470134
None,rs552497203
None,rs552640070
None,rs552659008
None,rs552699264
None,rs552806800
None,rs552810200
None,rs552841660
None,rs552881544
None,rs552917077
None,rs552944846
None,rs552956392
None,rs552983590
None,rs553056206
None,rs553081785
None,rs553090662
None,rs553104659
None,rs553113179
None,rs553123255
None,rs553166053
None,rs553168749
None,rs553228672
None,rs553237192
None,rs553266431
None,rs553297787
None,rs553300934
None,rs553317381
None,rs553426400
None,rs553438778
None,rs553444663
None,rs553489240
None,rs553501555
None,rs553541803
None,rs553547265
None,rs553562919
None,rs553636417
None,rs553667571
None,rs553692628
None,rs553697399
None,rs553779895
None,rs553780025
None,rs553808870
None,rs553881457
None,rs553962331
None,rs554060002
None,rs554144959
None,rs554172734
None,rs554234740
None,rs554298399
None,rs554305249
None,rs554312828
None,rs554340022
None,rs554341974
None,rs554351596
None,rs554455436
None,rs554483523
None,rs554515666
None,rs554516902
None,rs554544803
None,rs554640022
None,rs554651983
None,rs554655303
None,rs554691708
None,rs554893993
None,rs554943656
None,rs554960192
None,rs554968922
None,rs554976399
None,rs555006286
None,rs555033776
None,rs555098784
None,rs555176229
None,rs555239820
None,rs555323225
None,rs555330469
None,rs555332865
None,rs555432501
None,rs555486581
None,rs555539761
None,rs555633883
None,rs555679650
None,rs555740631
None,rs555752781
None,rs555776888
None,rs555784085
None,rs555788786
None,rs555834164
None,rs555839954
None,rs555845576
None,rs555848181
None,rs555901188
None,rs555909739
None,rs555944854
None,rs555981982
None,rs556024620
None,rs556055742
None,rs556086233
None,rs556100187
None,rs556168296
None,rs556195489
None,rs556329622
None,rs556330473
None,rs556340160
None,rs556370889
None,rs556406903
None,rs556466383
None,rs556563361
None,rs556578208
None,rs556588490
None,rs556601815
None,rs556729426
None,rs556741165
None,rs556752567
None,rs556758023
None,rs556886838
None,rs556895861
None,rs556908034
None,rs556914812
None,rs556965516
None,rs556966796
None,rs557003757
None,rs557045462
None,rs557077019
None,rs557089220
None,rs557100620
None,rs557112109
None,rs557136742
None,rs557228799
None,rs557231518
None,rs557253857
None,rs557271117
None,rs557294910
None,rs557301925
None,rs557327927
None,rs557359084
None,rs557388582
None,rs557422859
None,rs557458871
None,rs557474734
None,rs557571751
None,rs557576462
None,rs557586593
None,rs557633229
None,rs557658574
None,rs557677865
None,rs557752692
None,rs557808052
None,rs557825505
None,rs557842969
None,rs557957718
None,rs557996674
None,rs558030656
None,rs558082484
None,rs558096528
None,rs558096536
None,rs558158017
None,rs558169384
None,rs558280190
None,rs558294547
None,rs558295486
None,rs558301333
None,rs558415088
None,rs558420647
None,rs558434448
None,rs558493757
None,rs558559973
None,rs558564192
None,rs558599106
None,rs558604898
None,rs558624448
None,rs558638957
None,rs558647495
None,rs558699287
None,rs558702010
None,rs558717119
None,rs558746060
None,rs558775863
None,rs558783201
None,rs558832807
None,rs558835769
None,rs558840502
None,rs558936362
None,rs558966614
None,rs558971822
None,rs559014195
None,rs559059034
None,rs559081936
None,rs559095956
None,rs559125380
None,rs559192844
None,rs559284083
None,rs559289888
None,rs559369115
None,rs559381708
None,rs559400178
None,rs559416184
None,rs559422745
None,rs559442453
None,rs559455345
None,rs559485633
None,rs559528386
None,rs559570731
None,rs559578125
None,rs559617832
None,rs559661919
None,rs559677331
None,rs559684852
None,rs559766513
None,rs559792672
None,rs559793335
None,rs559832055
None,rs559880674
None,rs559891316
None,rs559913241
None,rs559954585
None,rs559966174
None,rs559966183
None,rs560015716
None,rs560024958
None,rs560029735
None,rs560116276
None,rs560133956
None,rs560204273
None,rs560232686
None,rs560269339
None,rs560384792
None,rs560425993
None,rs560477796
None,rs560564651
None,rs560626922
None,rs560630400
None,rs560633686
None,rs560644498
None,rs560681443
None,rs560745745
None,rs560796223
None,rs560797571
None,rs560807128
None,rs560868165
None,rs560875667
None,rs560878647
None,rs561044966
None,rs561085004
None,rs561106982
None,rs561123414
None,rs561232735
None,rs561310064
None,rs561365319
None,rs561374969
None,rs561423184
None,rs561428361
None,rs561437183
None,rs561480388
None,rs561557441
None,rs561560730
None,rs561597125
None,rs561620495
None,rs561649184
None,rs561655532
None,rs561711442
None,rs561772491
None,rs561782304
None,rs561822879
None,rs561824666
None,rs561833331
None,rs561866464
None,rs561921699
None,rs561953336
None,rs562084648
None,rs562090806
None,rs562113516
None,rs562159633
None,rs562177807
None,rs562180850
None,rs562195121
None,rs562239865
None,rs562302739
None,rs562323952
None,rs562401368
None,rs562413500
None,rs562441041
None,rs562611465
None,rs562612706
None,rs562626152
None,rs562675609
None,rs562723941
None,rs562762790
None,rs562799106
None,rs562832256
None,rs562884817
None,rs562918442
None,rs562930889
None,rs562946714
None,rs562977053
None,rs562994056
None,rs562994153
None,rs563038834
None,rs563113052
None,rs563120810
None,rs563180432
None,rs563194080
None,rs563208082
None,rs563297155
None,rs563323086
None,rs563392591
None,rs563431607
None,rs563434589
None,rs563443770
None,rs563471569
None,rs563507736
None,rs563530906
None,rs563579227
None,rs563600443
None,rs563624780
None,rs563664390
None,rs563682289
None,rs563712738
None,rs563763934
None,rs563773518
None,rs563774203
None,rs563851837
None,rs563890437
None,rs563952430
None,rs563965021
None,rs564015855
None,rs564054221
None,rs564157807
None,rs564171062
None,rs564194271
None,rs564211429
None,rs564237378
None,rs564261308
None,rs564296472
None,rs564327343
None,rs564348004
None,rs564429355
None,rs564440020
None,rs564479908
None,rs564493343
None,rs564527237
None,rs564550525
None,rs564593082
None,rs564628826
None,rs564628902
None,rs564666097
None,rs564698089
None,rs564777136
None,rs564782807
None,rs564789946
None,rs564801372
None,rs564827599
None,rs564859626
None,rs564913749
None,rs564927879
None,rs564974662
None,rs564992745
None,rs565007524
None,rs565038462
None,rs565116328
None,rs565181010
None,rs565191171
None,rs565246965
None,rs565287830
None,rs565316241
None,rs565379001
None,rs565391507
None,rs565570052
None,rs565586012
None,rs565593030
None,rs565630854
None,rs565643146
None,rs565654003
None,rs565657126
None,rs565709816
None,rs565723828
None,rs565801893
None,rs565809221
None,rs565893278
None,rs565917812
None,rs565921522
None,rs565950190
None,rs565979438
None,rs565984662
None,rs566021349
None,rs566036855
None,rs566064351
None,rs566095977
None,rs566196102
None,rs566200621
None,rs566248193
None,rs566285279
None,rs566308893
None,rs566369633
None,rs566527531
None,rs566558670
None,rs566592113
None,rs566713316
None,rs566722455
None,rs566778070
None,rs566784145
None,rs566806443
None,rs566843699
None,rs566865863
None,rs566878034
None,rs566900016
None,rs566962477
None,rs566974902
None,rs566992222
None,rs567048946
None,rs567081156
None,rs567085554
None,rs567143816
None,rs567144747
None,rs567162590
None,rs567227524
None,rs567261961
None,rs567397113
None,rs567472558
None,rs567509870
None,rs567571121
None,rs567573035
None,rs567587959
None,rs567697710
None,rs567740486
None,rs567758723
None,rs567759051
None,rs567769966
None,rs567778225
None,rs567779271
None,rs567801514
None,rs567832850
None,rs567856865
None,rs567866034
None,rs568078004
None,rs568094848
None,rs568120047
None,rs568141760
None,rs568155596
None,rs568160406
None,rs568237349
None,rs568273682
None,rs568347084
None,rs568406960
None,rs568409767
None,rs568418462
None,rs568452031
None,rs568516447
None,rs568525177
None,rs568649262
None,rs568676776
None,rs568707276
None,rs568869251
None,rs568936734
None,rs568950831
None,rs568960605
None,rs568982961
None,rs568989617
None,rs568991278
None,rs568999277
None,rs569076386
None,rs569086891
None,rs569125127
None,rs569183771
None,rs569190457
None,rs569221912
None,rs569240659
None,rs569252848
None,rs569269337
None,rs569284646
None,rs569300910
None,rs569333725
None,rs569357200
None,rs569413115
None,rs569471699
None,rs569538782
None,rs569592317
None,rs569629783
None,rs569655878
None,rs569668949
None,rs569670224
None,rs569694194
None,rs569718731
None,rs569729101
None,rs569755395
None,rs569785041
None,rs569787365
None,rs569804992
None,rs569898545
None,rs569900014
None,rs569900052
None,rs569945536
None,rs569962657
None,rs570011425
None,rs570073414
None,rs570090005
None,rs570126896
None,rs570134054
None,rs570216115
None,rs570277374
None,rs570279158
None,rs570326807
None,rs570455517
None,rs570487566
None,rs570489496
None,rs570492867
None,rs570514556
None,rs570516952
None,rs570549876
None,rs570552823
None,rs570629355
None,rs570639684
None,rs570664126
None,rs570675985
None,rs570722589
None,rs570724578
None,rs570740613
None,rs570800582
None,rs570801315
None,rs570811201
None,rs570811526
None,rs570852366
None,rs570942395
None,rs571022903
None,rs571059904
None,rs571134783
None,rs571136608
None,rs571196214
None,rs571210418
None,rs571243819
None,rs571248945
None,rs571262863
None,rs571269785
None,rs571309167
None,rs571371858
None,rs571488143
None,rs571513829
None,rs571519283
None,rs571578126
None,rs571650117
None,rs571751918
None,rs571767721
None,rs571787224
None,rs571797944
None,rs571806283
None,rs571820843
None,rs571827308
None,rs571847897
None,rs571911848
None,rs571929258
None,rs571931881
None,rs571983731
None,rs571990992
None,rs572012009
None,rs572078824
None,rs572108371
None,rs572118347
None,rs572177447
None,rs572228007
None,rs572247128
None,rs572270734
None,rs572285484
None,rs572287176
None,rs572473637
None,rs572503037
None,rs572507067
None,rs572529938
None,rs572591551
None,rs572597916
None,rs572656213
None,rs572702828
None,rs572736326
None,rs572797134
None,rs572823126
None,rs572861467
None,rs572971999
None,rs573057751
None,rs573073505
None,rs573116267
None,rs573130270
None,rs573193686
None,rs573219736
None,rs573260795
None,rs573270732
None,rs573277892
None,rs573297106
None,rs573309263
None,rs573311499
None,rs573311687
None,rs573376449
None,rs573453091
None,rs573514401
None,rs573630506
None,rs573813698
None,rs573827211
None,rs573874766
None,rs573888229
None,rs573937682
None,rs573942747
None,rs573982377
None,rs573987633
None,rs574006276
None,rs574043712
None,rs574084215
None,rs574121951
None,rs574219795
None,rs574223382
None,rs574247466
None,rs574282503
None,rs574294787
None,rs574307528
None,rs574369365
None,rs574429588
None,rs574440287
None,rs574508010
None,rs574512238
None,rs574527980
None,rs574537948
None,rs574551959
None,rs574596828
None,rs574617844
None,rs574619031
None,rs574683440
None,rs574697407
None,rs574725133
